Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
GSP	9036	361530S	GARDEN STATE PARKWAY SB OVER THIRD RIVER	0153.100	40.5018	-74.1048	ESSEX	Bloomfield town
GSP	9036	361531A	GSP NB ENT RAMP FROM SERV AREA / THIRD RIVER	0153.100	40.5018	-74.1048	ESSEX	Clifton city
GSP	9036	361531N	GARDEN STATE PARKWAY NB OVER THIRD RIVER	0153.100	40.5018	-74.1048	ESSEX	Bloomfield town
GSP	9036	361537S	GARDEN STATE PARKWAY SB OVER THIRD RIVER	0153.780	40.5054	-74.1048	PASSAIC	Clifton city
GSP	9036	361538N	GARDEN STATE PARKWAY NB OVER THIRD RIVER	0153.780	40.5054	-74.1048	PASSAIC	Bloomfield town
GSP	9036	361539S	GARDEN STATE PARKWAY SB OVER 72&quot;_ WATER MAIN	0154.000	40.5054	-74.1048	PASSAIC	
GSP	9036	361540A	INT. 153 NB EXIT RAMP A OVER 72&quot;_ WATER MAIN	0154.000	40.5054	-74.1048	PASSAIC	Clifton city
GSP	9036	361540N	GARDEN STATE PARKWAY NB OVER 72&quot;_ WATER MAIN	0154.000	40.5054	-74.1048	PASSAIC	
GSP	9036	361541N	GSP NB OVER INT. 153 SB EXIT RAMP B	0154.060	40.5106	-74.1036	PASSAIC	
GSP	9036	361541S	ROUTE NJ 3 OVER GARDEN STATE PARKWAY SB	0001.440	40.5112	-74.103	PASSAIC	Clifton city
GSP	9036	361542N	GARDEN STATE PARKWAY NB OVER ROUTE NJ 3	0154.180	40.5112	-74.103	PASSAIC	Clifton city
GSP	9036	361542S	ALLWOOD RD (CR 602) OVER GSP SB	0000.130	40.51	-74.1036	PASSAIC	Clifton city
GSP	9036	361543N	GSP NB OVER ALLWOOD ROAD (CR 602)	0154.280	40.5112	-74.103	PASSAIC	Clifton city
GSP	9036	361544A	INT 153B NB EX RMP E&SB EN RMP G/BROADST(CR509)	0154.400	40.513	-74.1042	PASSAIC	Clifton city
GSP	9036	361544S	INT 153B NB EXIT RAMP E OVER GSP SB	0154.450	40.5124	-74.1036	PASSAIC	Clifton city
GSP	9036	361554T	VAN HOUTEN AVE (CR 614) OVER GSP	0001.030	40.5212	-74.1012	PASSAIC	Clifton city
GSP	9036	361557T	COLFAX AVE. (CR 609) OVER GSP	0000.100	40.523	-74.1	PASSAIC	Clifton city
GSP	9036	361558T	NB ENTRANCE RAMP F OVER GSP & ROUTE US 46	0155.890	40.523	-74.1006	PASSAIC	Clifton city
GSP	9036	361559T	ROUTE US 46 OVER GARDEN STATE PARKWAY	0061.390	40.5248	-74.0954	PASSAIC	Clifton city
GSP	9036	361560A	GSP SERVICE ROAD OVER WEASEL BROOK	0155.980	40.5236	-74.0954	PASSAIC	Clifton city
GSP	9036	361561A	INT. 154 SB RAMP OVER SB SPUR AND ROUTE NJ 19	0156.150	40.5254	-74.1	PASSAIC	Clifton city
GSP	9036	361561S	GSP SB OVER NB SPUR (ROUTE NJ 19)	0156.200	40.5254	-74.1	PASSAIC	Clifton city
GSP	9036	361562S	GSP SB OVER NJ TRANSIT	0156.300	40.5254	-74.1	PASSAIC	Clifton city
GSP	9036	361563N	GSP NB OVER NJ TRANSIT	0156.300	40.5254	-74.1	PASSAIC	Clifton city
GSP	9036	361563S	GARDEN STATE PARKWAY SB OVER KULLER ROAD	0156.360	40.53	-74.0954	PASSAIC	Clifton city
GSP	9036	361567T	HAZEL ST (CR 702) OVER GARDEN STATE PARKWAY	0000.910	40.5306	-74.0942	PASSAIC	Clifton city
GSP	9036	361570S	GARDEN STATE PKWY SB OVER MAIN AVE (CR 601)	0157.110	40.5312	-74.0906	PASSAIC	Clifton city
GSP	9036	361571N	GARDEN ST PKWY NB OVER MAIN AVENUE (CR 601)	0157.110	40.5312	-74.0906	PASSAIC	Clifton city
GSP	9036	361571S	GARDEN STATE PARKWAY SB OVER GETTY AVENUE	0157.210	40.5312	-74.09	PASSAIC	Clifton city
GSP	9036	361572S	GSP SB OVER NORFOLK SOUTHERN	0157.310	40.5318	-74.09	PASSAIC	Clifton city
GSP	9036	361573N	GSP NB OVER NORFOLK SOUTHERN	0157.310	40.5318	-74.09	PASSAIC	Clifton city
GSP	9036	361573S	GARDEN STATE PARKWAY SB OVER CURIE AVENUE	0157.420	40.5318	-74.0854	PASSAIC	Clifton city
GSP	9036	361574N	GARDEN STATE PARKWAY NB OVER CURIE AVENUE	0157.420	40.5318	-74.0854	PASSAIC	Clifton city
GSP	9036	361578T	LAKEVIEW AVE (CR 624) OVER GARDEN ST PARKWAY	0001.940	40.531978	-74.082014	PASSAIC	Clifton city
GSP	9036	361581A	GSP INT. 156 RAMP B OVER ROUTE US 46	0158.000	40.5318	-74.08	PASSAIC	Clifton city
GSP	9036	361582T	"GSP / PASSAIC RIVER, US 46, RIVER RD"	0254.598	40.5324	-74.0748	PASSAIC	Clifton city
GSP	9036	361586T	MILES STREET OVER GARDEN STATE PARKWAY	0000.000	40.533	-74.0724	BERGEN	Elmwood Park borough
GSP	9036	361588S	GARDEN STATE PARKWAY SB OVER ROUTE US 46	0158.800	40.5324	-74.0712	BERGEN	Elmwood Park borough
GSP	9036	361589N	GARDEN STATE PARKWAY NB OVER ROUTE US 46	0158.870	40.5336	-74.0712	BERGEN	Elmwood Park borough
GSP	9036	361590T	GARDEN STATE PARKWAY OVER FLEISHER BROOK	0158.900	40.533	-74.0706	BERGEN	Elmwood Park borough
GSP	9036	361592S	GARDEN STATE PARKWAY SB OVER BOULEVARD	0159.200	40.5342	-74.0654	BERGEN	Elmwood Park borough
GSP	9036	361593N	GARDEN STATE PARKWAY NB OVER BOULEVARD	0159.300	40.535278	-74.065563	BERGEN	Elmwood Park borough
GSP	9036	361593S	GARDEN STATE PKWY SB OVER MARKET ST (CR 56 I)	0159.300	40.535846	-74.065099	BERGEN	Elmwood Park borough
GSP	9036	361594N	GARDEN ST PARKWAY NB OVER MARKET ST (CR 56 I)	0159.400	40.535686	-74.065098	BERGEN	Elmwood Park borough
GSP	9036	361595S	GSP SB OVER NYS&W RR AND WALLACE STREET	0159.500	40.5354	-74.0642	BERGEN	Elmwood Park borough
GSP	9036	361596N	GSP NB OVER NYS&W RR AND WALLACE STREET	0159.600	40.5354	-74.0642	BERGEN	Elmwood Park borough
GSP	9036	361597A	INT 159 SB EXIT RAMP J/WALLACE ST& S VAN RIPER AVE	0159.700	40.5411	-74.0643	BERGEN	Elmwood Park borough
GSP	9036	361600T	MIDLAND AVE (CR 67) OVER GSP & INT. 159 RAMP J	0002.980	40.5406	-74.0624	BERGEN	Elmwood Park borough
GSP	9036	361602A	PEHLE AVENUE (IN PLAZA) OVER INT. 159 RAMPS	0000.320	40.542125	-74.060339	BERGEN	Saddle Brook township
GSP	9036	361602B	INT. 159 RAMPS B&C / ENT. RAMP X (OUTSIDE PLAZA)	0160.200	40.54	-74.0554	BERGEN	Saddle Brook township
GSP	9036	361602T	INT. 159 SB ENTRANCE RAMP A OVER GSP	0160.200	40.5412	-74.0606	BERGEN	Saddle Brook township
GSP	9036	361606S	GSP SB OVER SADDLE RIVER ROAD (CR 79)	0160.600	40.543822	-74.053444	BERGEN	Saddle Brook township
GSP	9036	361607N	GSP NB OVER SADDLE RIVER ROAD (CR 79)	0160.700	40.543648	-74.053504	BERGEN	Saddle Brook township
GSP	9036	361608S	GARDEN STATE PARKWAY SB OVER SADDLE RIVER	0160.890	40.543	-74.0524	BERGEN	
GSP	9036	361609N	GARDEN STATE PARKWAY NB OVER SADDLE RIVER	0160.890	40.543	-74.0524	BERGEN	
GSP	9036	361615N	GARDEN STATE PARKWAY NB/PARAMUS RD (CR 62)	0161.530	40.55	-74.0506	BERGEN	Paramus borough
GSP	9036	361615S	GARDEN STATE PARKWAY SB / PARAMUS RD (CR 62)	0161.530	40.55	-74.0506	BERGEN	Paramus borough
GSP	9036	361616S	GARDEN STATE PARKWAY SB OVER BRIDLE WAY	0161.700	40.551794	-74.045898	BERGEN	Paramus borough
GSP	9036	361617N	GARDEN STATE PARKWAY NB OVER BRIDLE WAY	0161.700	40.551662	-74.045928	BERGEN	Paramus borough
GSP	9036	361618S	GARDEN STATE PARKWAY SB OVER ROUTE NJ 4	0161.880	40.5512	-74.0448	BERGEN	Paramus borough
GSP	9036	361619N	GARDEN STATE PARKWAY NB OVER ROUTE NJ 4	0161.880	40.5512	-74.0448	BERGEN	Paramus borough
GSP	9036	361621S	GARDEN STATE PARKWAY SB OVER SPROUT BROOK	0162.180	40.5518	-74.043	BERGEN	Paramus borough
GSP	9036	361622N	GARDEN STATE PARKWAY NB OVER SPROUT BROOK	0162.180	40.552934	-74.043186	BERGEN	Paramus borough
GSP	9036	361624S	GARDEN STATE PARKWAY SB / WEST CENTURY RD	0162.550	40.554866	-74.042142	BERGEN	Paramus borough
GSP	9036	361625N	GARDEN STATE PARKWAY NB / WEST CENTURY ROAD	0162.550	40.554668	-74.042028	BERGEN	Paramus borough
GSP	9036	361630N	GSP NB OVER INT. 163 SB EXIT RAMP B	0163.060	40.561302	-74.041926	BERGEN	Paramus borough
GSP	9036	361631N	GARDEN STATE PARKWAY NB OVER ROUTE NJ 17	0163.150	40.5612	-74.0418	BERGEN	Paramus borough
GSP	9036	361632S	GARDEN STATE PARKWAY SB OVER ROUTE NJ 17	0163.150	40.5612	-74.0418	BERGEN	Paramus borough
GSP	9036	361633S	GSP SB OVER INT. 163 NB EXIT RAMP D	0163.290	40.562762	-74.041308	BERGEN	Paramus borough
GSP	9036	361638S	GARDEN STATE PARKWAY SB OVER E. MIDLAND AVE	0163.890	40.565448	-74.04	BERGEN	Paramus borough
GSP	9036	361639N	GARDEN STATE PARKWAY NB OVER E. MIDLAND AVE	0163.900	40.565352	-74.035832	BERGEN	Paramus borough
GSP	9036	361640A	FROM ROAD OVER SPROUT BROOK	0000.000	40.570474	-74.04006	BERGEN	Paramus borough
GSP	9036	361649T	EAST RIDGEWOOD AVENUE (CR 80) OVER GSP	0004.590	40.575022	-74.03576	BERGEN	Paramus borough
GSP	9036	361659T	LINWOOD AVENUE (CR 110) OVER GSP	0002.290	40.5836	-74.0412	BERGEN	Paramus borough
GSP	9036	361663T	EAST GLEN AVENUE (CR 82) OVER GSP	0000.980	40.5912	-74.0418	BERGEN	
GSP	9036	361674S	WASHINGTON AVENUE (CR 502) OVER GSP SB	0014.790	39.5948	-74.0418	BERGEN	
GSP	9036	361675N	WASHINGTON AVENUE (CR 502) OVER GSP	0014.840	40.5954	-74.0412	BERGEN	
GSP	9036	361680T	HILLSDALE AVENUE (CR 112) OVER GSP	0002.170	41.0024	-74.0412	BERGEN	Hillsdale borough
GSP	9036	361684T	WIERIMUS ROAD (CR 71) OVER GARDEN ST PARKWAY	0002.450	41.0042	-74.0412	BERGEN	Hillsdale borough
GSP	9036	361692S	GSP SB OVER SADDLE RIVER ROAD (CR 90)	0169.290	41.01	-74.0412	BERGEN	Woodcliff Lake borough
GSP	9036	361693N	GSP NB OVER SADDLE RIVER ROAD (CR 90)	0169.290	41.01	-74.0412	BERGEN	Woodcliff Lake borough
GSP	9036	361701N	GSP NB OVER GLEN ROAD (CR 92)	0170.150	41.0206	-74.0418	BERGEN	Woodcliff Lake borough
GSP	9036	361701S	GSP SB OVER GLEN ROAD (CR 92)	0170.150	41.0206	-74.0418	BERGEN	Woodcliff Lake borough
GSP	9036	361714S	GSP SB OVER GRAND AVENUE (CR 94)	0171.520	41.0318	-74.04	BERGEN	Montvale borough
GSP	9036	361715N	GSP NB OVER GRAND AVENUE (CR 94)	0171.520	41.0318	-74.04	BERGEN	Montvale borough
GSP	9036	361716S	GSP SB OVER SUMMIT AVENUE (CR 96)	0171.740	41.033	-74.04	BERGEN	Montvale borough
GSP	9036	361717N	GSP NB OVER SUMMIT AVENUE (CR 96)	0171.740	41.033	-74.04	BERGEN	Montvale borough
NJTPK	9037	E10615A	NJ TPK NB WEST/ TPK SBI & NBI (E)	0000.410	40.4306	-74.0806	ESSEX	Newark city
NJTPK	9037	E10620A	"NJTPK TNW14 OVER E-NSI,SNI-E,SNO-E"	0060.750	40.4306	-74.0806	ESSEX	Newark city
NJTPK	9037	E106570	NJ TPK OVER CRR OF NJ NWK BRANCH	0061.210	40.43	-74.0812	ESSEX	Newark city
NJTPK	9037	E106680	NJ TPK OVER FOUNDRY STREET	0061.350	40.4336	-74.0748	ESSEX	Newark city
NJTPK	9037	E10689A	NJ TPK INT.15E RAMP TNW / NJ TPK	0061.520	40.4348	-74.0742	ESSEX	Newark city
NJTPK	9037	E10692B	NJ TPK INT 15E RPS R&T/RAYMOND BD	0061.520	40.3948	-74.0736	ESSEX	Newark city
NJTPK	9037	E10692C	NJ TPK INT 15E RAMP TE/DOT RAMP P-1	0061.520	40.3948	-74.0736	ESSEX	Newark city
NJTPK	9037	E107880	"NJTPK / PASSAIC RV,US1&9"	0062.520	40.44	-74.073	ESSEX	Newark city
NJTPK	9037	E109020	NJ TPK OVER BELLEVILLE TPK (RT 7)	0063.660	40.4512	-74.063	HUDSON	Kearny town
NJTPK	9037	E109830	NJTPK / HACKENSACK RV &E	0103.771	40.4512	-74.063	HUDSON	Kearny town
NJTPK	9037	E11067A	RAMP TNE/EASTERLY TPK MAINLINE AND RAMP TSE	0065.510	40.4538	-74.044563	HUDSON	Secaucus town
NJTPK	9037	E11067B	RAMP NET OVER WETLANDS	0064.700	40.454177	-74.044219	HUDSON	Secaucus town
NJTPK	9037	E110800	EASTERLY TPK MAINLINE/RAMPS NET/TE	0065.500	40.45428	-74.04374	HUDSON	Secaucus town
NJTPK	9037	E11080A	RAMPS TE/ET OVER PENHORN CREEK	0064.700	40.453	-74.0428	HUDSON	Secaucus town
NJTPK	9037	E11080B	RAMPS TW/WT OVER NJ TRANSIT	0065.500	40.4501	-74.040924	HUDSON	Secaucus town
NJTPK	9037	E110850	NJ TPK OVER ELRR (BOONTON BRANCH)	0064.750	40.4542	-74.0436	HUDSON	Secaucus town
NJTPK	9037	E111150	NJ TPK OVER ELRR & COUNTY ROAD	0065.910	40.4624	-74.0336	HUDSON	Secaucus town
NJTPK	9037	E112100	SECAUCUS ROAD OVER NJ TURNPIKE	0001.610	40.4624	-74.0336	HUDSON	Secaucus town
NJTPK	9037	E11258A	NJ TPK RAMP V/NJ TPK SNE-NSE RWYS	0000.000	40.4636	-74.0312	HUDSON	Secaucus town
NJTPK	9037	E11258B	NJTPK INT 1GE RAMP F(V)/DOT I95	0000.000	40.4636	-74.033	HUDSON	North Bergen (CDP)
NJTPK	9037	E11258C	NJ TPK INTER 16E RAMP F/NJ RT 3	0000.000	40.483	-74.0448	HUDSON	North Bergen (CDP)
NJTPK	9037	E11295A	"NJ TPK INT 17E RP A/TPK,RPS& RDWY"	0067.500	40.47	-74.0312	HUDSON	Secaucus town
NJTPK	9037	E11295B	NJ TPK INT 17E RAMP A OVER NJ 3	0067.800	40.483	-74.0448	HUDSON	Secaucus town
NJTPK	9037	E11295C	NJ TPK INTER 17E RAMP S/RAMP V&R	0067.230	40.4648	-74.0324	HUDSON	Secaucus town
NJTPK	9037	E11295D	"NJ TPK INT 17E RP E/PAT PK RD,RMP"	0000.000	40.4836	-74.0348	HUDSON	Secaucus town
NJTPK	9037	E113000	NJ TPK OVER PATERSON PLANK ROAD	0067.640	40.47	-74.0306	HUDSON	Secaucus town
NJTPK	9037	E113160	NJ TPK SNE-NSE RWY OVER ROUTE 3	0067.600	40.4718	-74.03	HUDSON	Secaucus town
NJTPK	9037	E113500	PARK PLACE OVER NJ TURNPIKE	0000.000	40.473	-74.023	HUDSON	Secaucus town
NJTPK	9037	E114520	NJ TPK SNE-NSE RWY/PAUNPECK CREEK	0069.170	40.4812	-74.0206	HUDSON	Secaucus town
NJTPK	9037	E115210	NJ TPK SNE-NSE RWY/BELLMAN CREEK	0069.860	40.4848	-74.0148	HUDSON	Secaucus town
NJTPK	9037	E116420	NJ TPK / SUSQUEHANNA RR& NJ TPK SESA	0065.710	40.4948	-74.013	BERGEN	Ridgefield Park village
NJTPK	9037	E11672A	NJ TPK NB WEST/NJ TPK SB-E & E-80	0010.600	40.495733	-74.012129	BERGEN	Ridgefield borough
NJTPK	9037	E11674A	NJ TPK CONN RD 95W/NJ TPK SB-E	0071.410	40.49588	-74.012057	BERGEN	Ridgefield borough
NJTPK	9037	E11680N	NJ TPK E-95/BERGEN CO.TRUNK SEWER	0071.430	40.4954	-74.0118	BERGEN	Ridgefield borough
NJTPK	9037	I05341A	NJ TPK INT.7 RPS WT&TE / BLACKS CREEK	0053.410	40.072493	-74.420821	BURLINGTON	Bordenton township
NJTPK	9037	I07389B	NJ TPK RAMP WT-TE / FORSGATE ROAD	0028.090	40.203	-74.2754	MIDDLESEX	Monroe township
NJTPK	9037	I08334B	NJ ROUTE 18/NJ TPK INT.9 RP.TE-WT	0039.940	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	I08334C	NARICON PLACE / NJTPK INT. 9 RAMP TW	0000.000	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	I08809B	NJTPK INT10 RAMP TW/WOODBRG. AVE & 440 RAMP	0043.150	40.3136	-74.2006	MIDDLESEX	Edison township
NJTPK	9037	I09099C	GSP/NJTPK INTER 11 RAMP PNT	0129.500	40.3218	-74.1824	MIDDLESEX	Woodbridge township
NJTPK	9037	I09099D	NJ TPK INTER 11 RAMP TPS OVER GSP	0044.920	40.3218	-74.1824	MIDDLESEX	Woodbridge township
NJTPK	9037	I09099E	NJ TPK INT 11 RAMP KPN/NJ TPK PST	0112.920	40.3212	-74.1812	MIDDLESEX	Woodbridge township
NJTPK	9037	I09099G	NJTPK INT.11 RAMP TK/GSP RAMP PNK	0044.900	40.3218	-74.1824	MIDDLESEX	Woodbridge township
NJTPK	9037	I09132B	US 9/NJTPK INTER. 11 RAMPS NT-TN	0134.610	40.323	-74.1736	MIDDLESEX	Woodbridge township
NJTPK	9037	I09935B	NJTPK RAMP TW/NJTK RPS.TE;ET&I278	0033.616	40.383	-74.1236	UNION	Elizabeth city
NJTPK	9037	I09935D	NJ TPK INT 13 RAMP ET/I78 EB RMP LG	0054.100	40.3836	-74.1254	UNION	Elizabeth city
NJTPK	9037	I10153B	NJ TPK INT 13A RAMP TSO/MAINT.RD.	0056.150	40.3954	-74.11	UNION	Elizabeth city
NJTPK	9037	I10165B	"NORTH AVE EB/NJTK 13A:WXT,TWX,TWL"	0001.420	40.4	-74.1154	UNION	Elizabeth city
NJTPK	9037	I10474B	NJ TPK INT.14 EXT-ALT/NJ RAMP WLT	0058.030	40.4218	-74.0906	ESSEX	Newark city
NJTPK	9037	I11763B	NJ TPK RAMP TW OVER US ROUTE 46	0072.310	40.5048	-74.01	BERGEN	Ridgefield borough
NJTPK	9037	M000000	US 130 AND NJ 49 OVER NJ TPK	0000.000	39.405004	-75.29332	SALEM	Pennsville township
NJTPK	9037	M000420	NJ TURNPIKE OVER SALEM CANAL	0000.630	39.404396	-75.290924	SALEM	Carneys Point township
NJTPK	9037	M000850	HAWKS BRDIGE RD (NJ 140)/ NJTP	0000.780	39.4042	-75.29	SALEM	Carneys Point township
NJTPK	9037	M001660	NJ TURNPIKE OVER GAME CREEK	0001.880	39.405745	-75.274647	SALEM	Carneys Point township
NJTPK	9037	M003040	COURSES LANDING RD OVER NJ TPK (CR 628)	0002.710	39.411524	-75.261559	SALEM	Carneys Point township
NJTPK	9037	M00372R	NJ 48(HARDING HWY) OVER NJ TPK	0003.300	39.41225	-75.253124	SALEM	Carneys Point township
NJTPK	9037	M004890	PENNSGROVE-AUBURN ROAD OVER NJTPK (CR 641)	0004.380	39.414087	-75.241503	SALEM	Carneys Point township
NJTPK	9037	M005730	STUMPY ROAD OVER NJ TPK	0000.000	39.415743	-75.232135	SALEM	Oldmans township
NJTPK	9037	M006770	POINTERS-AUBURN RD OVER NJ TPK (CR 646)	0005.750	39.421929	-75.221625	SALEM	Oldmans township
NJTPK	9037	M006960	AUBURN RD (CR602) (F. PED.-WOODSTOWN)/NJTPK	0004.850	39.422285	-75.220637	SALEM	Oldmans township
NJTPK	9037	M007850	NJ TPK OVER OLDMANS CREEK	0008.110	39.4241	-75.211293	GLOUCESTER	Oldmans township
NJTPK	9037	M008680	OLDMANS CK RD (CR602) (F. PED-HARR. RD)/NJTPK	0004.340	39.430455	-75.202346	GLOUCESTER	Woolwich township
NJTPK	9037	M009140	RAINEY ROAD OVER NJ TPK	0000.000	39.431686	-75.195643	GLOUCESTER	Woolwich township
NJTPK	9037	M009710	NJ TPK OVER KINGS HIGHWAY (CR 620)	0009.840	39.433039	-75.192432	GLOUCESTER	Woolwich township
NJTPK	9037	M009930	NJTPK OVER SOUTH JERSEY RAILROAD CO.	0010.080	39.433766	-75.191169	GLOUCESTER	Woolwich township
NJTPK	9037	M010040	NJ TPK/WOODSTOWN-SWEDESBORO RD (CR 605)	0010.220	39.434116	-75.190578	GLOUCESTER	Woolwich township
NJTPK	9037	M011380	SWEDESBORO-MONROEVILLE RD (CR694) /NJ TPK	0000.870	39.442553	-75.17548	GLOUCESTER	Woolwich township
NJTPK	9037	M011500	FRANKLINVILLE RD (F. SWEDESB. RD CR538)/NJTPK	0000.840	39.442904	-75.174812	GLOUCESTER	Woolwich township
NJTPK	9037	M012130	NJ TPK OVER RACCOON CREEK	0012.350	39.444914	-75.171506	GLOUCESTER	Woolwich township
NJTPK	9037	M012580	BACK CREEK RD (F. MULLICA HILL RD) OVER NJTPK	0000.000	39.450388	-75.165142	GLOUCESTER	Woolwich township
NJTPK	9037	M01286A	NJ TPK INT NO 2 RAMPS C-E/NJ TPK	0013.020	39.451302	-75.163654	GLOUCESTER	Woolwich township
NJTPK	9037	M013180	US 322 (SWEDESBORO ROAD) OVER NJ TPK	0008.070	39.452292	-75.162022	GLOUCESTER	Woolwich township
NJTPK	9037	M013400	U-TURN OVERPASS MAINTENANCE/NJTPK	0000.000	39.453042	-75.160732	GLOUCESTER	Woolwich township
NJTPK	9037	M013880	E. TOMLIN STATION RD (CR 607) OVER NJ TPK	0004.510	39.45465	-75.154122	GLOUCESTER	East Greenwich township
NJTPK	9037	M015030	E. WOLFERT STATION RD (CR664) OVER NJTPK	0002.210	39.462214	-75.14402	GLOUCESTER	East Greenwich township
NJTPK	9037	M015920	CEDAR RD (F. MICKLETON-JEFF. RD) (CR673) /  NJTPK	0001.230	39.46495	-75.135076	GLOUCESTER	East Greenwich township
NJTPK	9037	M016730	E.COHAWKIN RD (F. PAULSBORO RD CR667) /NJTPK	0011.810	39.471537	-75.130589	GLOUCESTER	East Greenwich township
NJTPK	9037	M017500	NJ TPK OVER EDWARDS RUN	0017.720	39.47378	-75.122496	GLOUCESTER	East Greenwich township
NJTPK	9037	M017980	MANTUA RD CR 678 (F. MT.ROYAL-BARNSB RD)/NJTPK	0003.620	39.47532	-75.115871	GLOUCESTER	East Greenwich township
NJTPK	9037	M018450	NJ TPK OVER MANTUA CREEK	0018.580	39.4806	-75.1142	GLOUCESTER	West Deptford township
NJTPK	9037	M018880	OGDEN RD (CR648) (F.OGDEN HEIGHTS RD)/NJTPK	0001.000	39.481962	-75.110972	GLOUCESTER	West Deptford township
NJTPK	9037	M019380	PARKVILLE STA. RD(F. MANTUA GROVE-PAULS)/NJTPK	0003.130	39.48337	-75.103959	GLOUCESTER	West Deptford township
NJTPK	9037	M02023R	NJ RT 45 (MANTUA PIKE) OVER NJTPK	0024.250	39.485698	-75.095074	GLOUCESTER	Woodbury Heights borough
NJTPK	9037	M020470	ELM AVE (CR 652) OVER NJ TPK	0000.160	39.490306	-75.093802	GLOUCESTER	Woodbury Heights borough
NJTPK	9037	M020960	NJ TPK/WEST JERSEY AVE & PRSL	0021.120	39.491517	-75.090948	GLOUCESTER	Woodbury Heights borough
NJTPK	9037	M021080	NJ TPK OVER N. GLASSBORO RD (CR 553)	0021.300	39.491813	-75.090212	GLOUCESTER	Woodbury Heights borough
NJTPK	9037	M021520	TANYARD RD (CR 663) (F. WOODBURY)/NJTPK	0004.130	39.493245	-75.08363	GLOUCESTER	Deptford township
NJTPK	9037	M022220	COOPER ST. (CR 706) (F. COOPER RD) OVER NJ TPK	0004.130	39.495359	-75.075922	GLOUCESTER	Deptford township
NJTPK	9037	M022810	NJ RTE 47 (N. DELSEA DRIVE) OVER NJTPK	0072.530	39.501592	-75.073044	GLOUCESTER	Deptford township
NJTPK	9037	M023120	TURKEY HILL RD (CR 646) OVER NJ TURNPIKE	0000.650	39.502731	-75.071582	GLOUCESTER	Deptford township
NJTPK	9037	M024030	ALMONESSON RD (F.W.-LAKELAND RD (CR621))/NJTPK	0004.800	39.510079	-75.063191	GLOUCESTER	Deptford township
NJTPK	9037	M024610	NJ TPK OVER BIG TIMBER CREEK	0024.820	39.511535	-75.05596	GLOUCESTER	Deptford township
NJTPK	9037	M025720	NJ TPK / PRSL RR GRENLOCH BRANCH (ABANDONED)	0025.950	39.513155	-75.044633	CAMDEN	Runnemede borough
NJTPK	9037	M025880	NJ TPK / NJ 168(BLK HORSE PIKE)	0026.080	39.513318	-75.043646	CAMDEN	Runnemede borough
NJTPK	9037	M02613B	NJ TPK INT 3 RAMPS R&T / NJ 168	0026.080	39.513994	-75.043873	CAMDEN	Runnemede borough
NJTPK	9037	M02698R	ROUTE NJ 41 OVER NJ TPK	0006.260	39.514754	-75.032249	CAMDEN	Barrington borough
NJTPK	9037	M027280	SHREVE AVE OVER NJ TPK	0000.250	39.515061	-75.030431	CAMDEN	Barrington borough
NJTPK	9037	M027710	"NJ TPK OVER PRSL RR, E. ATLANTIC AVE (CR 727)"	0027.920	39.5154	-75.0236	CAMDEN	Lawnside borough
NJTPK	9037	M027950	NJ TPK OVER US  30	0028.160	39.51571	-75.02189	CAMDEN	Lawnside borough
NJTPK	9037	M028190	WARRICK RD (CR 669) OVER NJ TPK	0004.260	39.52019	-75.020342	CAMDEN	Lawnside borough
NJTPK	9037	M029200	NJTPK/WOODCREST STATION RAMPS (PATCO)	0029.330	39.5218	-75.0106	CAMDEN	Lawnside borough
NJTPK	9037	M029240	NJ TPK OVER COOPER CREEK	0029.460	39.5224	-75.0101	CAMDEN	Haddonfield borough
NJTPK	9037	M029350	NJ TPK/PRSL ATLANTIC CITY BRANCH	0029.570	39.5224	-75.0054	CAMDEN	Haddonfield borough
NJTPK	9037	M029840	BERLIN ROAD (RT561) OVER NJTPK	0043.500	39.524457	-75.002722	CAMDEN	Cherry Hill township
NJTPK	9037	M030750	KRESSON RD (CR 671) OVER NJ TPK	0001.470	39.53226	-74.595157	CAMDEN	Cherry Hill township
NJTPK	9037	M031580	NJ TURNPIKE/N BR COOPER CREEK	0031.800	39.53564	-74.59163	CAMDEN	Haddon township
NJTPK	9037	M032300	NJ RT 70 (E. MARLTON PIKE) OVER NJTPK	0005.330	39.542695	-74.584855	CAMDEN	
NJTPK	9037	M033470	NJ TPK/S BR PENNSAUKEN CREEK	0033.280	39.55141	-74.57563	CAMDEN	Cherry Hill township
NJTPK	9037	M033940	CHURCH RD (CR 616) OVER NJ TPK	0001.200	39.553215	-74.57368	BURLINGTON	Mount Laurel township
NJTPK	9037	M03421R	ROUTE 73 OVER NJ TURNPIKE	0027.000	39.55427	-74.572415	BURLINGTON	Mount Laurel township
NJTPK	9037	M03449A	NJ TPK INTER 4 RAMPS C&E/NJ TPK	0034.720	39.5554	-74.5712	BURLINGTON	Mount Laurel township
NJTPK	9037	M03449B	NJ RTE 73 OVER NJ TPK INT NO 4	0027.100	39.554557	-74.572777	BURLINGTON	Mount Laurel township
NJTPK	9037	M034860	NJ TPK/N. BRANCH PENNSAUKEN CREEK	0035.080	39.56065	-74.56521	BURLINGTON	Mount Laurel township
